customer_id,region,product_category,subscription_tier,support_contact_method,churned
C0055,Ozark_Rural_X,Hunting_Fishing,Bronze,Email,0
C0056,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0057,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,1
C0058,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0059,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0060,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0061,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0062,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0063,Badlands_Rural_Y,Ranching_Equipment,Starter,Phone,0
C0064,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0065,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0066,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0067,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0068,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0069,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0070,Tidewater_Metro_Z,Marine_Equipment,Professional,Chat,0
C0071,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0072,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0073,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0074,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0075,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0076,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0077,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0078,Highland_Rural_AA,Camping_Gear,Silver,Email,0
C0079,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0080,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0081,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0082,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0083,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0084,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0085,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0086,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0087,Lowland_Urban_AB,Textile_Wholesale,Advanced,Phone,0
C0088,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0089,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0090,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0091,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0092,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0093,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0094,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0095,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0096,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0097,Frontier_Rural_AC,Mining_Equipment,Bronze,Email,0
C0098,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0099,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0100,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0101,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0102,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,0
C0103,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0104,Bayou_Region_AD,Seafood_Equipment,Professional,Phone,0
C0105,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0106,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0107,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0108,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0109,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0110,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0111,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0112,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0113,Mesa_Region_AE,Photography_Pro,Elite,Email,0
C0114,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0115,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0116,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0117,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0118,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0119,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0120,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0121,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0122,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0123,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0124,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0125,Canyon_Urban_AF,Adventure_Sports,Gold,Video,0
C0126,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0127,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0128,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0129,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0130,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0131,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0132,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0133,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0134,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0135,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0136,Tundra_Rural_AG,Survival_Gear,Bronze,Phone,0
C0137,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0138,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0139,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0140,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0141,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0142,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0143,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0144,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0145,Savanna_Region_AH,Safari_Equipment,Platinum,Chat,0
C0146,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0147,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0148,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0149,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0150,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0151,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0152,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0153,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0154,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,0
C0155,Steppe_Rural_AI,Equestrian_Gear,Silver,Email,0
C0156,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0157,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0158,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0159,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0160,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0161,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0162,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0163,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0164,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0165,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0166,Archipelago_Island_AJ,Boating_Premium,Professional,Phone,0
C0167,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0168,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0169,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0170,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0171,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0172,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0173,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0174,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0175,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0176,Volcano_Region_AK,Geology_Equipment,Elite,Email,0
C0177,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0178,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0179,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0180,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0181,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0182,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0183,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0184,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0185,Jungle_Rural_AL,Expedition_Gear,Bronze,Phone,0
C0186,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0187,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0188,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0189,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0190,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0191,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0192,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0193,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0194,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0195,Rainforest_Region_AM,Ecology_Equipment,Professional,Video,0
C0196,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0197,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0198,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0199,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0200,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0201,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0202,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0203,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0204,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0205,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0206,Icefield_Rural_AN,Mountaineering,Silver,Email,0
C0207,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0208,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0209,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0210,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0211,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0212,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0213,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0214,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0215,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0216,Wetlands_Region_AO,Environmental_Tech,Elite,Phone,0
C0217,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0218,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0219,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0220,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0221,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0222,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0223,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0224,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0225,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0226,Coral_Coast_AP,Diving_Equipment,Gold,Video,0
C0227,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0228,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0229,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0230,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0231,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0232,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0233,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0234,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0235,Glacier_Rural_AQ,Ice_Sports,Bronze,Phone,0
C0236,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0237,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0238,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0239,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0240,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0241,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0242,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0243,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0244,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0245,Summit_Peak_AR,Alpine_Gear,Platinum,Email,0
C0246,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0247,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0248,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0249,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0250,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0251,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0252,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0253,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0254,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0255,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0256,Oasis_Desert_AS,Solar_Equipment,Professional,Phone,0
C0257,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0258,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0259,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0260,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0261,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0262,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0263,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,0
C0264,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0265,Fjord_Coastal_AT,Maritime_Premium,Elite,Video,0
C0266,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0267,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0268,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0269,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0270,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0271,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0272,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0273,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0274,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0275,Plateau_Region_AU,Drone_Technology,Gold,Email,0
C0276,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0277,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0278,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0279,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0280,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0281,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0282,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0283,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0284,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0285,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0286,Geothermal_Valley_AV,Energy_Systems,Professional,Phone,0
C0287,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0288,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0289,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0290,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0291,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0292,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0293,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0294,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0295,Thermal_Springs_AW,Spa_Equipment,Silver,Video,0
C0296,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0297,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0298,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0299,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0300,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0301,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0302,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0303,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0304,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0305,Cavern_Underground_AX,Speleology_Gear,Bronze,Email,0
C0306,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0307,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0308,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0309,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0310,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0311,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0312,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0313,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0314,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0315,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0316,Reef_Tropical_AY,Aquatic_Premium,Platinum,Phone,0
C0317,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0318,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0319,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0320,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0321,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0322,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0323,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0324,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0325,Karst_Limestone_AZ,Cave_Tourism,Elite,Video,0
C0326,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0327,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0328,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0329,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0330,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0331,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0332,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0333,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0334,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0335,Peninsula_Coastal_BA,Lighthouse_Tours,Standard,Phone,0
C0336,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0337,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0338,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0339,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0340,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0341,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0342,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0343,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0344,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0345,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0346,Atoll_Paradise_BB,Resort_Supplies,Gold,Email,0
C0347,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0348,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0349,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0350,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0351,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0352,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0353,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0354,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0355,Tidal_Marsh_BC,Wetland_Conservation,Professional,Video,0
C0356,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0357,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0358,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0359,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0360,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0361,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0362,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0363,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0364,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0365,Estuary_Delta_BD,Fishing_Commercial,Silver,Phone,0
C0366,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0367,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0368,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0369,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0370,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0371,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0372,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0373,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0374,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0375,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0376,Mangrove_Forest_BE,Eco_Tourism,Bronze,Email,0
C0377,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0378,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0379,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0380,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0381,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0382,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0383,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,0
C0384,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0385,Barrier_Island_BF,Beach_Recreation,Premium,Video,0
C0386,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0387,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0388,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0389,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0390,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
